MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,TotalEnvSteps,MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/AverageReturn,MetaTest/Average/StdReturn,MetaTest/__unnamed_task__/Iteration,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/__unnamed_task__/MinReturn,MetaTest/__unnamed_task__/NumEpisodes,MetaTest/__unnamed_task__/AverageDiscountedReturn
251,119.42244324816393,181.20856421070977,1.0,373,119.42244324816394,2157688,-42.88245746232163,119.42244324816393,181.20856421070977,251,1539.7574673566976,1539.7574673566976,1.0,-42.88245746232163,373,119.42244324816394
252,231.89881718982483,276.77813044652044,1.0,263,231.89881718982485,2165068,2.5570351758969516,231.89881718982483,276.77813044652044,252,1487.680379039424,1487.680379039424,1.0,2.5570351758969516,263,231.89881718982485
253,132.05603997098743,245.29734323086032,1.0,338,132.05603997098746,2172628,-45.77797206529334,132.05603997098743,245.29734323086032,253,1868.1728554262613,1868.1728554262613,1.0,-45.77797206529334,338,132.05603997098746
254,189.9738858530325,264.7944460486496,1.0,306,189.97388585303253,2180059,0.07108521350250774,189.9738858530325,264.7944460486496,254,1266.9206468200744,1266.9206468200744,1.0,0.07108521350250774,306,189.97388585303253
255,90.51891991845079,178.1288878965816,1.0,333,90.51891991845078,2187479,-120.35161160755473,90.51891991845079,178.1288878965816,255,1310.1007267206653,1310.1007267206653,1.0,-120.35161160755473,333,90.51891991845078
256,78.63541674991754,141.71310392375347,1.0,378,78.63541674991754,2195819,-323.18840287507555,78.63541674991754,141.71310392375347,256,1212.1664895616718,1212.1664895616718,1.0,-323.18840287507555,378,78.63541674991754
257,145.0985304430768,222.2543493671589,1.0,303,145.0985304430768,2203261,-49.04835610383627,145.0985304430768,222.2543493671589,257,1096.7673724288686,1096.7673724288686,1.0,-49.04835610383627,303,145.0985304430768
258,150.91586032593509,263.0210581610807,1.0,267,150.91586032593509,2210640,-227.9475234084163,150.91586032593509,263.0210581610807,258,1765.9528468182648,1765.9528468182648,1.0,-227.9475234084163,267,150.91586032593509
259,144.36000738840934,233.9777980371881,1.0,292,144.36000738840934,2218002,-21.978575002026417,144.36000738840934,233.9777980371881,259,1484.1908448568158,1484.1908448568158,1.0,-21.978575002026417,292,144.36000738840934
260,114.20841197649649,182.85221515954225,1.0,341,114.20841197649649,2225516,-5.6977548046147195,114.20841197649649,182.85221515954225,260,1018.3182193398916,1018.3182193398916,1.0,-5.6977548046147195,341,114.20841197649649
261,152.24024646830605,236.4315915948005,1.0,297,152.24024646830605,2233080,0.06429423568260156,152.24024646830605,236.4315915948005,261,1180.9484744923273,1180.9484744923273,1.0,0.06429423568260156,297,152.24024646830605
262,178.08702472052443,305.5774277342086,1.0,266,178.08702472052443,2240622,-44.61344921610565,178.08702472052443,305.5774277342086,262,2312.4059710430847,2312.4059710430847,1.0,-44.61344921610565,266,178.08702472052443
263,215.60441246139035,227.46390587986252,1.0,212,215.60441246139035,2247970,-37.45419294588682,215.60441246139035,227.46390587986252,263,1393.470268268999,1393.470268268999,1.0,-37.45419294588682,212,215.60441246139035
264,175.06530186747207,235.55695010896935,1.0,250,175.06530186747207,2255480,-29.922383651550565,175.06530186747207,235.55695010896935,264,1403.197829339696,1403.197829339696,1.0,-29.922383651550565,250,175.06530186747207
265,237.95803641834894,260.4982408631604,1.0,200,237.958036418349,2263034,9.532181867414213,237.95803641834894,260.4982408631604,265,1470.753837274565,1470.753837274565,1.0,9.532181867414213,200,237.958036418349
266,186.32027499893064,245.66765793244312,1.0,251,186.32027499893064,2270868,0.4844058364594449,186.32027499893064,245.66765793244312,266,1510.273178377334,1510.273178377334,1.0,0.4844058364594449,251,186.32027499893064
267,253.20735220126048,276.5021675319981,1.0,212,253.20735220126048,2278495,-108.99328871978796,253.20735220126048,276.5021675319981,267,1445.7137684861088,1445.7137684861088,1.0,-108.99328871978796,212,253.20735220126048
268,211.94237324228496,273.22023567725563,1.0,247,211.94237324228496,2285981,2.410749241502658,211.94237324228496,273.22023567725563,268,1324.5098790835732,1324.5098790835732,1.0,2.410749241502658,247,211.94237324228496
269,231.0634448676701,230.48199647072892,1.0,207,231.06344486767014,2293456,4.73945486229451,231.0634448676701,230.48199647072892,269,1083.2453106104583,1083.2453106104583,1.0,4.73945486229451,207,231.06344486767014
270,247.80849630676536,277.04302917060323,1.0,203,247.80849630676536,2301062,5.3003241021615315,247.80849630676536,277.04302917060323,270,1216.7927249135982,1216.7927249135982,1.0,5.3003241021615315,203,247.80849630676536
271,222.1578557481792,222.10778005166043,1.0,191,222.1578557481792,2308606,-44.72462749078527,222.1578557481792,222.10778005166043,271,1085.6374414133047,1085.6374414133047,1.0,-44.72462749078527,191,222.1578557481792
272,233.7005730192399,258.94552712105497,1.0,200,233.7005730192399,2316195,-67.35964346591447,233.7005730192399,258.94552712105497,272,1231.7906050795393,1231.7906050795393,1.0,-67.35964346591447,200,233.7005730192399
273,243.42417160799695,264.934178104283,1.0,211,243.42417160799695,2323720,16.675878839914443,243.42417160799695,264.934178104283,273,1389.8745786716886,1389.8745786716886,1.0,16.675878839914443,211,243.42417160799695
274,212.82764815304998,276.28392188668465,1.0,224,212.82764815304998,2331201,-62.76148643233507,212.82764815304998,276.28392188668465,274,2022.5455466568092,2022.5455466568092,1.0,-62.76148643233507,224,212.82764815304998
275,189.38467655116756,225.54155150614108,1.0,245,189.38467655116756,2338435,7.148257080186141,189.38467655116756,225.54155150614108,275,1219.8836504464446,1219.8836504464446,1.0,7.148257080186141,245,189.38467655116756
276,223.3810681383098,284.7590981781471,1.0,225,223.3810681383098,2346037,-10.326264004586271,223.3810681383098,284.7590981781471,276,2536.4687047639954,2536.4687047639954,1.0,-10.326264004586271,225,223.3810681383098
277,226.05760773353114,226.08354072173282,1.0,202,226.05760773353114,2353454,13.663174718002441,226.05760773353114,226.08354072173282,277,1077.5818832273615,1077.5818832273615,1.0,13.663174718002441,202,226.05760773353114
278,181.64424728652185,230.68113926089126,1.0,247,181.64424728652185,2360795,-139.87837449279922,181.64424728652185,230.68113926089126,278,1819.8911265034571,1819.8911265034571,1.0,-139.87837449279922,247,181.64424728652185
279,197.9222613715939,210.79580378677008,1.0,232,197.92226137159395,2368109,9.581222514184002,197.9222613715939,210.79580378677008,279,1220.3660199960245,1220.3660199960245,1.0,9.581222514184002,232,197.92226137159395
280,106.15173715928957,174.8467303849006,1.0,365,106.15173715928957,2375652,1.7297629540069237,106.15173715928957,174.8467303849006,280,1336.0180214770305,1336.0180214770305,1.0,1.7297629540069237,365,106.15173715928957
281,103.32621876622909,205.0824268207598,1.0,381,103.32621876622909,2383049,6.275303425876938,103.32621876622909,205.0824268207598,281,1648.9566012474454,1648.9566012474454,1.0,6.275303425876938,381,103.32621876622909
282,216.89191713919337,220.74311223341803,1.0,219,216.89191713919337,2390287,-25.383093303446348,216.89191713919337,220.74311223341803,282,1098.9919310181947,1098.9919310181947,1.0,-25.383093303446348,219,216.89191713919337
283,152.2146648659145,199.04757048394467,1.0,291,152.21466486591447,2397855,7.026222211318463,152.2146648659145,199.04757048394467,283,1439.1493460896268,1439.1493460896268,1.0,7.026222211318463,291,152.21466486591447
284,112.42715733680313,159.0246897748313,1.0,376,112.42715733680313,2405129,7.722300539929627,112.42715733680313,159.0246897748313,284,1242.3034252897467,1242.3034252897467,1.0,7.722300539929627,376,112.42715733680313
285,135.8445805517157,160.1775911060902,1.0,324,135.84458055171567,2412619,8.420475132754266,135.8445805517157,160.1775911060902,285,954.6285754653823,954.6285754653823,1.0,8.420475132754266,324,135.84458055171567
286,139.10983252793642,183.8325932621831,1.0,318,139.10983252793645,2420047,1.4017445449279613,139.10983252793642,183.8325932621831,286,922.1631719102032,922.1631719102032,1.0,1.4017445449279613,318,139.10983252793645
287,134.9605731948702,157.54141000596564,1.0,323,134.9605731948702,2427547,2.070713253540027,134.9605731948702,157.54141000596564,287,1017.1251186229423,1017.1251186229423,1.0,2.070713253540027,323,134.9605731948702
288,124.10164617677712,185.79659629028822,1.0,345,124.10164617677712,2434823,-3.5505497423862273,124.10164617677712,185.79659629028822,288,1008.0152732438454,1008.0152732438454,1.0,-3.5505497423862273,345,124.10164617677712
289,149.55403720174863,214.7068365835727,1.0,261,149.55403720174866,2442040,-26.39700131192665,149.55403720174863,214.7068365835727,289,1374.9448770491838,1374.9448770491838,1.0,-26.39700131192665,261,149.55403720174866
290,163.48912094084918,181.23658225772402,1.0,245,163.48912094084918,2449677,-31.138993097771692,163.48912094084918,181.23658225772402,290,916.4399941764174,916.4399941764174,1.0,-31.138993097771692,245,163.48912094084918
291,216.83280285069412,219.0185831152774,1.0,189,216.8328028506941,2457157,-107.53870428343056,216.83280285069412,219.0185831152774,291,1302.9976012944942,1302.9976012944942,1.0,-107.53870428343056,189,216.8328028506941
292,362.2307055967378,295.1870333135404,1.0,157,362.2307055967377,2464711,-26.252746769969335,362.2307055967378,295.1870333135404,292,1470.6977493264387,1470.6977493264387,1.0,-26.252746769969335,157,362.2307055967377
293,295.2724968221245,267.20556892225056,1.0,182,295.2724968221245,2472241,9.804512657006816,295.2724968221245,267.20556892225056,293,1283.9524034267185,1283.9524034267185,1.0,9.804512657006816,182,295.2724968221245
294,342.960929012603,286.4840586902341,1.0,155,342.96092901260295,2480113,-127.00449916371934,342.960929012603,286.4840586902341,294,1537.791710696197,1537.791710696197,1.0,-127.00449916371934,155,342.96092901260295
295,310.7329509476042,266.19192053547073,1.0,157,310.7329509476042,2487903,-129.82737302255612,310.7329509476042,266.19192053547073,295,1439.1956022105053,1439.1956022105053,1.0,-129.82737302255612,157,310.7329509476042
296,263.61118976922774,233.16225232554427,1.0,164,263.61118976922774,2495965,-8.493089950357065,263.61118976922774,233.16225232554427,296,1077.15144269075,1077.15144269075,1.0,-8.493089950357065,164,263.61118976922774
297,261.2764693545666,205.146299358107,1.0,150,261.27646935456653,2503770,6.045499524303746,261.2764693545666,205.146299358107,297,983.9477769717911,983.9477769717911,1.0,6.045499524303746,150,261.27646935456653
298,226.05526988218512,213.1327373666198,1.0,184,226.0552698821851,2511282,-14.411441077083923,226.05526988218512,213.1327373666198,298,1304.2512637622983,1304.2512637622983,1.0,-14.411441077083923,184,226.0552698821851
299,297.2455319623405,255.63465978731153,1.0,171,297.24553196234064,2518684,12.885155305494724,297.2455319623405,255.63465978731153,299,1078.4311969353312,1078.4311969353312,1.0,12.885155305494724,171,297.24553196234064
300,276.07633721278233,233.18950484938273,1.0,169,276.07633721278233,2526203,4.972195344766731,276.07633721278233,233.18950484938273,300,1073.5949978145834,1073.5949978145834,1.0,4.972195344766731,169,276.07633721278233
301,206.7700030049936,228.03686893858944,1.0,178,206.7700030049936,2534125,-47.13871329509231,206.7700030049936,228.03686893858944,301,1114.4272675151688,1114.4272675151688,1.0,-47.13871329509231,178,206.7700030049936
302,182.16022016565944,189.55471863535817,1.0,223,182.16022016565944,2541843,10.12871294830631,182.16022016565944,189.55471863535817,302,1331.1641779428094,1331.1641779428094,1.0,10.12871294830631,223,182.16022016565944
303,171.61865658492272,190.270517686978,1.0,200,171.6186565849227,2549154,-13.056599853209025,171.61865658492272,190.270517686978,303,907.2686653853683,907.2686653853683,1.0,-13.056599853209025,200,171.6186565849227
304,188.67110502805102,176.73767528579114,1.0,214,188.67110502805102,2556377,-261.87270573283587,188.67110502805102,176.73767528579114,304,1099.6067037859914,1099.6067037859914,1.0,-261.87270573283587,214,188.67110502805102
305,196.77541626869055,153.51839832070132,1.0,268,196.77541626869055,2563572,8.428799463659152,196.77541626869055,153.51839832070132,305,832.2883472135054,832.2883472135054,1.0,8.428799463659152,268,196.77541626869055
306,205.15184748359985,167.71452851840473,1.0,262,205.15184748359988,2570903,11.097240000975068,205.15184748359985,167.71452851840473,306,901.6357963451773,901.6357963451773,1.0,11.097240000975068,262,205.15184748359988
307,209.5255707612543,166.61439935081455,1.0,258,209.5255707612543,2578096,4.111784140681377,209.5255707612543,166.61439935081455,307,865.8803950819074,865.8803950819074,1.0,4.111784140681377,258,209.5255707612543
308,192.53502436128306,125.3506037076224,1.0,295,192.53502436128306,2585311,35.30955966019559,192.53502436128306,125.3506037076224,308,845.5965159628498,845.5965159628498,1.0,35.30955966019559,295,192.53502436128306
309,191.48802322753627,138.88721669274227,1.0,280,191.48802322753627,2592725,22.40264278782299,191.48802322753627,138.88721669274227,309,757.2846295245402,757.2846295245402,1.0,22.40264278782299,280,191.48802322753627
310,197.436697645903,177.39215158286729,0.9924812030075187,266,197.43669764590302,2599981,6.637046410280867,197.436697645903,177.39215158286729,310,1126.1986955110958,1126.1986955110958,0.9924812030075187,6.637046410280867,266,197.43669764590302
311,194.890688801953,149.2623382596203,1.0,256,194.890688801953,2607097,-21.731362158579717,194.890688801953,149.2623382596203,311,1056.4336069681283,1056.4336069681283,1.0,-21.731362158579717,256,194.890688801953
312,149.70965959128202,175.97724096074893,0.9964788732394366,284,149.70965959128202,2614550,7.2727942276109925,149.70965959128202,175.97724096074893,312,1113.5849714320198,1113.5849714320198,0.9964788732394366,7.2727942276109925,284,149.70965959128202
313,174.17422299392703,178.72812443502585,0.991701244813278,241,174.17422299392703,2621996,-32.1818606293937,174.17422299392703,178.72812443502585,313,1086.9444365508607,1086.9444365508607,0.991701244813278,-32.1818606293937,241,174.17422299392703
314,139.96577003706406,157.17107278487396,1.0,298,139.96577003706406,2629311,5.330399672690668,139.96577003706406,157.17107278487396,314,881.8600966200621,881.8600966200621,1.0,5.330399672690668,298,139.96577003706406
315,173.87388211932435,156.99631997187734,1.0,295,173.87388211932438,2636743,4.934368208063562,173.87388211932435,156.99631997187734,315,864.286872327387,864.286872327387,1.0,4.934368208063562,295,173.87388211932438
316,152.78695640278505,100.77098887875877,1.0,320,152.78695640278505,2644021,19.61616956564122,152.78695640278505,100.77098887875877,316,747.567148848199,747.567148848199,1.0,19.61616956564122,320,152.78695640278505
317,168.96251922532423,121.1344951529212,1.0,277,168.96251922532423,2651212,8.342915501497883,168.96251922532423,121.1344951529212,317,933.1530503234227,933.1530503234227,1.0,8.342915501497883,277,168.96251922532423
318,155.71831954381148,141.85036566414323,1.0,309,155.71831954381148,2658497,5.854526676613839,155.71831954381148,141.85036566414323,318,1065.059818999553,1065.059818999553,1.0,5.854526676613839,309,155.71831954381148
319,205.5609215023657,149.2122736956772,1.0,241,205.5609215023657,2666155,13.321622099749977,205.5609215023657,149.2122736956772,319,987.040774512498,987.040774512498,1.0,13.321622099749977,241,205.5609215023657
320,219.34647368027916,162.44639282228746,0.9951690821256038,207,219.34647368027916,2673388,27.058395282699202,219.34647368027916,162.44639282228746,320,982.6016531558203,982.6016531558203,0.9951690821256038,27.058395282699202,207,219.34647368027916
321,204.8795473499521,157.4954097141071,1.0,251,204.8795473499521,2681068,11.227938561672078,204.8795473499521,157.4954097141071,321,983.062086897479,983.062086897479,1.0,11.227938561672078,251,204.8795473499521
322,171.38085996351083,181.8338405962405,1.0,287,171.38085996351083,2688766,8.703080571016276,171.38085996351083,181.8338405962405,322,1121.2727538110366,1121.2727538110366,1.0,8.703080571016276,287,171.38085996351083
323,259.6207426839212,151.12716087340033,1.0,172,259.62074268392126,2696120,10.241794345955153,259.6207426839212,151.12716087340033,323,1059.2908164209327,1059.2908164209327,1.0,10.241794345955153,172,259.62074268392126
324,254.66509268401336,136.29347378825315,1.0,174,254.66509268401336,2703510,49.00775183997903,254.66509268401336,136.29347378825315,324,1371.46797162193,1371.46797162193,1.0,49.00775183997903,174,254.66509268401336
325,245.54115377247226,152.5842903969668,0.9938271604938271,162,245.54115377247226,2711119,22.651662760506557,245.54115377247226,152.5842903969668,325,987.933275514335,987.933275514335,0.9938271604938271,22.651662760506557,162,245.54115377247226
326,337.9940587949517,180.70854747011504,0.976,125,337.9940587949517,2718550,41.07875609314865,337.9940587949517,180.70854747011504,326,973.3591941896369,973.3591941896369,0.976,41.07875609314865,125,337.9940587949517
327,260.87282482948785,168.46374512313386,1.0,133,260.87282482948785,2725765,37.79747822549212,260.87282482948785,168.46374512313386,327,897.7056255890196,897.7056255890196,1.0,37.79747822549212,133,260.87282482948785
328,139.31114430236056,112.82782561740868,1.0,197,139.3111443023606,2733840,22.42599785839647,139.31114430236056,112.82782561740868,328,658.2543914571226,658.2543914571226,1.0,22.42599785839647,197,139.3111443023606
329,55.29520008316881,70.30026948636868,1.0,405,55.295200083168794,2741477,15.599965490950499,55.29520008316881,70.30026948636868,329,525.7675272153199,525.7675272153199,1.0,15.599965490950499,405,55.295200083168794
330,50.625792703071205,57.04417389871629,1.0,391,50.625792703071205,2749346,-35.66711472852416,50.625792703071205,57.04417389871629,330,585.7073759381701,585.7073759381701,1.0,-35.66711472852416,391,50.625792703071205
331,176.0854238218696,128.86744986028248,1.0,161,176.0854238218696,2756875,42.71392778158538,176.0854238218696,128.86744986028248,331,583.8247054747293,583.8247054747293,1.0,42.71392778158538,161,176.0854238218696
332,152.64623345430593,137.7884989585822,1.0,218,152.64623345430593,2764845,-35.644279050497445,152.64623345430593,137.7884989585822,332,603.7609099909013,603.7609099909013,1.0,-35.644279050497445,218,152.64623345430593
333,253.57641497642624,148.73020212654816,1.0,151,253.57641497642618,2771968,43.68662095878185,253.57641497642624,148.73020212654816,333,880.7861290371789,880.7861290371789,1.0,43.68662095878185,151,253.57641497642618
334,206.15382730541677,160.2692861365425,1.0,112,206.15382730541677,2779265,-128.2043704589914,206.15382730541677,160.2692861365425,334,700.4711986177075,700.4711986177075,1.0,-128.2043704589914,112,206.15382730541677
335,218.71411961152583,159.71814410496725,1.0,120,218.71411961152583,2786452,-124.60823606025578,218.71411961152583,159.71814410496725,335,887.1933621290324,887.1933621290324,1.0,-124.60823606025578,120,218.71411961152583
336,202.74073280198726,158.46666419784745,1.0,126,202.74073280198726,2793767,-101.77778712196101,202.74073280198726,158.46666419784745,336,1111.876186200632,1111.876186200632,1.0,-101.77778712196101,126,202.74073280198726
337,229.7171048287143,139.33250752639472,1.0,148,229.7171048287143,2800960,45.86125963107609,229.7171048287143,139.33250752639472,337,661.7350870265027,661.7350870265027,1.0,45.86125963107609,148,229.7171048287143
338,257.62677227953446,178.84099392839812,1.0,150,257.62677227953446,2809016,61.74947498697175,257.62677227953446,178.84099392839812,338,981.673506088865,981.673506088865,1.0,61.74947498697175,150,257.62677227953446
339,232.23604860121853,169.44490799146743,1.0,171,232.23604860121853,2816379,83.89720592492407,232.23604860121853,169.44490799146743,339,990.3114856079945,990.3114856079945,1.0,83.89720592492407,171,232.23604860121853
340,209.655372170964,119.61568782002081,1.0,175,209.65537217096397,2823634,57.9591099338116,209.655372170964,119.61568782002081,340,740.7753471613931,740.7753471613931,1.0,57.9591099338116,175,209.65537217096397
341,225.24988092465443,137.99619233633942,1.0,171,225.24988092465435,2830864,51.76632728212353,225.24988092465443,137.99619233633942,341,821.820740714473,821.820740714473,1.0,51.76632728212353,171,225.24988092465435
342,237.25231400876436,156.58355839687917,1.0,160,237.25231400876436,2838205,77.18550562082038,237.25231400876436,156.58355839687917,342,1041.2030431349299,1041.2030431349299,1.0,77.18550562082038,160,237.25231400876436
343,232.99503839007625,145.60721899017634,1.0,170,232.99503839007625,2845318,86.23400368839741,232.99503839007625,145.60721899017634,343,812.9763036255998,812.9763036255998,1.0,86.23400368839741,170,232.99503839007625
344,227.41556650409456,138.6386003056088,1.0,172,227.41556650409456,2852584,91.03122376060757,227.41556650409456,138.6386003056088,344,980.5503602148327,980.5503602148327,1.0,91.03122376060757,172,227.41556650409456
345,196.74095970379378,106.2672179964696,1.0,180,196.7409597037938,2860709,49.838467823629856,196.74095970379378,106.2672179964696,345,621.1599716260273,621.1599716260273,1.0,49.838467823629856,180,196.7409597037938
346,276.818821353747,166.35081070901938,1.0,164,276.818821353747,2868228,74.75837830335739,276.818821353747,166.35081070901938,346,924.5209959087405,924.5209959087405,1.0,74.75837830335739,164,276.818821353747
347,214.07190414802736,149.23115033822648,1.0,177,214.07190414802736,2875341,64.17694257865074,214.07190414802736,149.23115033822648,347,921.0291935049372,921.0291935049372,1.0,64.17694257865074,177,214.07190414802736
348,227.49962540234495,138.49765221407665,1.0,190,227.49962540234495,2882856,63.05992598604647,227.49962540234495,138.49765221407665,348,743.2470879860987,743.2470879860987,1.0,63.05992598604647,190,227.49962540234495
349,224.93683540414543,143.11902692919745,1.0,177,224.93683540414543,2890124,52.23634665423662,224.93683540414543,143.11902692919745,349,718.8927299446639,718.8927299446639,1.0,52.23634665423662,177,224.93683540414543
350,290.8179098846004,170.35398905274732,1.0,154,290.81790988460034,2897404,96.11701552836284,290.8179098846004,170.35398905274732,350,1322.7415351457953,1322.7415351457953,1.0,96.11701552836284,154,290.81790988460034
351,212.58761616904948,139.81970595284403,1.0,207,212.58761616904948,2904767,59.41054518160725,212.58761616904948,139.81970595284403,351,744.5599486981118,744.5599486981118,1.0,59.41054518160725,207,212.58761616904948
352,210.73832214666422,141.9899758246673,1.0,222,210.73832214666422,2912116,83.51067697486621,210.73832214666422,141.9899758246673,352,1142.2585525918785,1142.2585525918785,1.0,83.51067697486621,222,210.73832214666422
353,204.7688009303959,121.76819420936023,1.0,221,204.7688009303959,2919904,76.840775491326,204.7688009303959,121.76819420936023,353,679.9776768347439,679.9776768347439,1.0,76.840775491326,221,204.7688009303959
354,191.15562327788737,123.19517864577857,1.0,219,191.15562327788737,2927173,80.33431341704221,191.15562327788737,123.19517864577857,354,728.7790809274989,728.7790809274989,1.0,80.33431341704221,219,191.15562327788737
355,252.37506037626076,161.89247541432925,0.9947089947089947,189,252.37506037626076,2935167,61.327946257070224,252.37506037626076,161.89247541432925,355,1144.335165417366,1144.335165417366,0.9947089947089947,61.327946257070224,189,252.37506037626076
