MetaTest/Average/MinReturn,MetaTest/__unnamed_task__/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/__unnamed_task__/NumEpisodes,TotalEnvSteps,MetaTest/__unnamed_task__/Iteration,MetaTest/Average/NumEpisodes,MetaTest/__unnamed_task__/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/__unnamed_task__/TerminationRate,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/__unnamed_task__/StdReturn,MetaTest/__unnamed_task__/MinReturn,MetaTest/__unnamed_task__/AverageReturn
656.8758835069935,1043.609495937044,421.8320089618973,3287.307855762725,1.0,99,2347984,246,99,3287.307855762725,1043.6094959370437,1.0,246,1043.609495937044,421.8320089618973,656.8758835069935,1043.6094959370437
369.4985793531891,1072.5669174527518,388.46895004920276,2693.274381366389,1.0,95,2358949,247,95,2693.274381366389,1072.5669174527516,1.0,247,1072.5669174527518,388.46895004920276,369.4985793531891,1072.5669174527516
691.5902937188873,1201.503367078647,471.5501185528843,3491.4522255158286,0.9777777777777777,90,2368399,248,90,3491.4522255158286,1201.503367078647,0.9777777777777777,248,1201.503367078647,471.5501185528843,691.5902937188873,1201.503367078647
634.2423929345362,969.741410079711,385.42159750938777,2933.633174194796,1.0,111,2376804,249,111,2933.633174194796,969.741410079711,1.0,249,969.741410079711,385.42159750938777,634.2423929345362,969.741410079711
652.888296257997,872.4891133539054,171.07829469136254,1868.311188838932,1.0,116,2386178,250,116,1868.311188838932,872.4891133539054,1.0,250,872.4891133539054,171.07829469136254,652.888296257997,872.4891133539054
633.9263162991823,1070.2133541817143,447.44375967431114,2734.610949447922,1.0,96,2395687,251,96,2734.610949447922,1070.2133541817143,1.0,251,1070.2133541817143,447.44375967431114,633.9263162991823,1070.2133541817143
623.7019366897089,1074.9498549861016,395.51892126354517,3449.8996423852495,0.9896907216494846,97,2405347,252,97,3449.8996423852495,1074.9498549861016,0.9896907216494846,252,1074.9498549861016,395.51892126354517,623.7019366897089,1074.9498549861016
679.9613191443402,1079.21111032578,338.0238786794261,3200.751554748045,1.0,96,2413943,253,96,3200.751554748045,1079.21111032578,1.0,253,1079.21111032578,338.0238786794261,679.9613191443402,1079.21111032578
764.5598620219743,1628.575521237049,823.2882607215871,3514.4673118620462,0.9420289855072463,69,2424873,254,69,3514.4673118620462,1628.5755212370489,0.9420289855072463,254,1628.575521237049,823.2882607215871,764.5598620219743,1628.5755212370489
666.2227436350519,1141.9825198653032,403.80318645360296,2322.4987672240472,1.0,96,2435854,255,96,2322.4987672240472,1141.9825198653034,1.0,255,1141.9825198653032,403.80318645360296,666.2227436350519,1141.9825198653034
650.9153350232477,1466.4581945830437,884.23419728722,3611.1394037264113,0.9367088607594937,79,2445894,256,79,3611.1394037264113,1466.4581945830435,0.9367088607594937,256,1466.4581945830437,884.23419728722,650.9153350232477,1466.4581945830435
389.88945836605365,1338.1172828794938,640.6506187817314,3562.3117951192216,0.9759036144578314,83,2457432,257,83,3562.3117951192216,1338.1172828794938,0.9759036144578314,257,1338.1172828794938,640.6506187817314,389.88945836605365,1338.1172828794938
588.3415577767805,1237.939380326895,503.50441867418755,3640.875157970442,0.989010989010989,91,2467846,258,91,3640.875157970442,1237.9393803268952,0.989010989010989,258,1237.939380326895,503.50441867418755,588.3415577767805,1237.9393803268952
734.5874201591248,1349.6598874736153,571.191261346433,3416.682677967269,0.9761904761904762,84,2476198,259,84,3416.682677967269,1349.659887473615,0.9761904761904762,259,1349.6598874736153,571.191261346433,734.5874201591248,1349.659887473615
665.6234322041995,1021.452902803766,371.9432621795776,3325.4674368704295,1.0,104,2485232,260,104,3325.4674368704295,1021.4529028037658,1.0,260,1021.452902803766,371.9432621795776,665.6234322041995,1021.4529028037658
723.2184407207186,1394.2807344346459,653.3392863276921,3866.9364775526715,1.0,77,2494719,261,77,3866.9364775526715,1394.2807344346459,1.0,261,1394.2807344346459,653.3392863276921,723.2184407207186,1394.2807344346459
510.15119146707053,1230.0165577611913,486.62941232251933,3497.085223282546,0.9886363636363636,88,2504285,262,88,3497.085223282546,1230.0165577611915,0.9886363636363636,262,1230.0165577611913,486.62941232251933,510.15119146707053,1230.0165577611915
596.7308618276681,1010.4938451697568,305.60926669771703,2709.221315452026,1.0,100,2513362,263,100,2709.221315452026,1010.4938451697569,1.0,263,1010.4938451697568,305.60926669771703,596.7308618276681,1010.4938451697569
654.4641429756135,1119.0518053080514,504.0818296822322,3703.9721195048865,0.9791666666666666,96,2522262,264,96,3703.9721195048865,1119.0518053080511,0.9791666666666666,264,1119.0518053080514,504.0818296822322,654.4641429756135,1119.0518053080511
709.2013897200796,1120.657759787332,391.21362079280425,3000.6147035205368,1.0,94,2531556,265,94,3000.6147035205368,1120.6577597873318,1.0,265,1120.657759787332,391.21362079280425,709.2013897200796,1120.6577597873318
